pH,TDS_ppm,Turbidity_NTU,Temperature_C,Label
6.85,157,2.35,25.87,Safe
6.95,156.9,2.21,24.64,Safe
7.01,178.2,1.34,25.45,Safe
6.85,165.8,0.73,26.22,Safe
6.82,174.9,2.71,25.05,Safe
7.29,176.6,2.86,25.16,Safe
7,157.8,1.05,25.2,Safe
7.14,95,0.27,25.51,Safe
7.49,128.7,2.78,25.6,Safe
7.12,142.7,1.39,25.12,Safe
7.46,125.3,3.34,25.5,Safe
7.23,118.1,1.93,26.36,Safe
6.83,183.2,0.35,26.03,Safe
7.33,89,1.15,25.41,Safe
7.49,135.5,1.59,25.56,Safe
7.07,163.7,2.54,25.85,Safe
7.03,169.5,0.37,26.26,Safe
7.25,128.4,0.2,26.87,Safe
7.59,136.8,1.64,25.88,Safe
7.29,121.2,1,25.6,Safe
7.36,117.6,2.97,26.36,Safe
7.32,84.7,2.57,25.38,Safe
7.35,168.1,0.61,26.35,Safe
7.03,100.6,0.05,26.45,Safe
7.08,85.5,0.87,25.96,Safe
7.27,77,1.71,26.22,Safe
7.15,181.7,1.31,26.33,Safe
6.99,158.2,3.25,26.25,Safe
7.38,85.3,2.12,27.19,Safe
7.3,87.4,3.34,24.98,Safe
7.32,98.7,1.12,25.41,Safe
6.89,146.5,2.18,26.01,Safe
7.18,156,1.19,26,Safe
7.44,168.5,0.38,25.92,Safe
7.31,112.3,2.35,25.73,Safe
7.45,94,1.07,26.39,Safe
7.35,156,1.99,25.41,Safe
7.6,139,1.42,26.01,Safe
7.32,154.7,1.09,25.45,Safe
7.46,125,0.71,25.25,Safe
6.95,128.5,0.77,25.94,Safe
7.47,113.4,1.08,25.62,Safe
7.4,89.3,0.94,25.63,Safe
7.41,83.5,2.86,25.31,Safe
7.01,169.8,1.49,26.66,Safe
7.23,112,3.61,26.34,Safe
6.78,94.3,1.94,26.43,Safe
7,118.8,1.22,25.59,Safe
7.3,149.3,0.24,26.34,Safe
6.95,142.9,2.73,26.15,Safe
6.96,90.6,1.06,26.59,Safe
7.05,98.1,1.21,25.86,Safe
6.84,95,0.09,26.1,Safe
7.28,133.9,0.85,26.02,Safe
6.91,173.6,1.06,25.33,Safe
7.27,159.1,0.83,26.22,Safe
6.94,83.4,3.58,26.32,Safe
7.57,100.8,0,25.65,Safe
7.12,118.4,0.93,25.47,Safe
6.85,155.3,1.53,25.31,Safe
6.86,176,2.48,26.13,Safe
6.98,120,2.52,26.06,Safe
7.42,142.9,1.97,26.83,Safe
6.9,113.5,1.62,25.96,Safe
7.53,101.6,3.56,26.77,Safe
7.28,126,2.63,25.85,Safe
7.41,100.7,2.96,25.63,Safe
7.29,169.2,1.43,25.54,Safe
7.51,108.7,2.11,25.84,Safe
7.12,125.8,2.1,26.52,Safe
7.15,162.8,0.97,25.26,Safe
7.5,161.6,0.77,25.54,Safe
7.36,115.4,1.79,25.55,Safe
7.3,100.8,0.99,25.61,Safe
6.98,149.8,1.61,24.56,Safe
7.57,136.8,1.8,25.37,Safe
7.66,147.1,0.51,24.4,Safe
7.18,115.7,1.89,24.22,Safe
7.61,174.9,3.18,24.84,Safe
7.27,81.5,1.15,25.57,Safe
7.04,135.6,1.89,26.27,Safe
6.97,126.2,3.09,25.45,Safe
6.83,162.8,1.07,25.63,Safe
7.1,90.4,2.14,25.92,Safe
7.67,120.6,2.74,25.47,Safe
7.32,159.9,1.82,25.07,Safe
6.91,137.7,4.08,24.96,Safe
7.24,167.2,0.6,25.09,Safe
6.92,119.2,2.3,24.76,Safe
6.81,137.3,3.1,25.86,Safe
7.38,167.3,1.7,25.58,Safe
7.14,145.5,1.27,25.58,Safe
7.25,103,2.69,26.29,Safe
6.77,98.9,0.73,25.29,Safe
6.87,161.5,2.64,25.32,Safe
7.43,164.8,1.57,25.29,Safe
7.62,92.1,2.09,25.69,Safe
7.53,139.5,2.1,25.24,Safe
6.91,156.2,1.76,26.59,Safe
7.15,126.2,0.55,24.87,Safe
7.14,81.5,0.15,25.85,Safe
7.1,139.4,1.92,24.88,Safe
6.86,169.2,2.55,25.39,Safe
7.19,169.4,1.04,25.06,Safe
6.95,149.8,1.06,25.14,Safe
7.05,93.1,1.75,25.67,Safe
7.13,155.6,0.59,26.65,Safe
7.05,163.1,0.71,25.82,Safe
6.93,126.1,0.52,25.6,Safe
7.11,164.1,1.9,25.25,Safe
7.15,95.4,3.02,26.36,Safe
7.26,96.4,2.27,25.79,Safe
7.01,125.2,0.66,25.94,Safe
6.98,96.3,0.85,25.25,Safe
7.22,130.4,2.31,25.25,Safe
7.45,93.4,2.03,25.07,Safe
7.28,126.8,2.97,24.79,Safe
6.76,120.3,0,26.01,Safe
7.37,168.4,2.26,25.13,Safe
7.01,133.7,1.74,26.01,Safe
7.54,138,0.62,26.12,Safe
7.41,161.6,1.34,25.84,Safe
7.37,86.2,2.49,25.08,Safe
6.84,175.3,1.51,25.32,Safe
6.96,141.7,1.64,25.36,Safe
7.21,116.6,1.71,24.65,Safe
6.91,106.8,0.9,25.07,Safe
6.98,128,1.02,25.62,Safe
7.09,114.7,3.02,25.32,Safe
7.26,158.4,0.28,25.66,Safe
7.56,111.6,0,24.55,Safe
7.16,126.5,1.8,25.34,Safe
7.36,79.7,0.83,24.29,Safe
7.31,174.9,1.07,24.83,Safe
7.63,93.1,2.74,24.45,Safe
7.24,94.2,0.81,24.71,Safe
6.99,173.7,0.33,24.56,Safe
6.95,167.8,2.84,25.46,Safe
7.13,100.6,1.65,23.96,Safe
7.04,158.9,0.59,25.01,Safe
7.46,98.7,1.85,24.53,Safe
7.19,125.2,1.51,24.42,Safe
6.9,100.5,0.76,24.52,Safe
7.2,118.1,0.21,25.12,Safe
7.28,122.8,1.22,25.29,Safe
7.3,142.8,1,24.86,Safe
7.55,133,1.22,24.39,Safe
7.46,147.7,2.04,25.39,Safe
7.48,81.2,2.27,24.72,Safe
7.24,150.5,1.62,25.22,Safe
7.06,90.6,2.56,24.98,Safe
7.27,92.1,0.3,24.2,Safe
7.44,84.7,2.13,25.26,Safe
7.06,116.8,0.23,25.06,Safe
7.54,141.2,1.3,24.8,Safe
6.95,159.7,1.87,24.7,Safe
6.97,156.3,1.31,24.54,Safe
6.89,117.3,3.3,24.72,Safe
6.96,173.2,1.89,24.83,Safe
7.19,122,1.82,25.23,Safe
7.45,114.6,3.01,25.93,Safe
6.78,105.8,1.66,25.63,Safe
7.23,88.9,3.09,24.89,Safe
7.43,91,1.64,25.92,Safe
7.07,119.9,1.71,24.74,Safe
7.25,131.5,2.95,25.06,Safe
7.18,87.8,1.84,24.59,Safe
6.93,121.5,0.48,25.02,Safe
6.79,100.7,1.16,25.11,Safe
7.12,151.2,1.12,25.15,Safe
7.45,89.9,3.62,25.36,Safe
7.45,117.1,0.96,24.96,Safe
7.02,121.4,1.8,25.1,Safe
7.32,148.7,0.71,25.22,Safe
7.42,112.3,1.85,24.98,Safe
7.49,122.2,1.63,24.75,Safe
7.38,149.1,2.65,24.61,Safe
6.98,126.9,2.74,24.07,Safe
7.55,157.1,0.11,24.88,Safe
7.39,103.6,1.64,25.6,Safe
7.25,122,2.49,26.16,Safe
7.42,172.5,0.83,24.37,Safe
7.55,95.5,0.53,24.41,Safe
7.01,100.8,1.93,24.8,Safe
7.58,169.2,2.33,25.76,Safe
7.15,74.5,1.8,24.83,Safe
7.34,123.8,0.48,25.4,Safe
7.47,98.1,2.92,24.97,Safe
7.04,133.1,1.78,25.13,Safe
6.75,159,0,25.19,Safe
7.31,87.5,0.95,24.98,Safe
7.27,130.8,1.87,25.02,Safe
7.58,162.3,0.6,23.48,Safe
7.58,84.5,1.89,23.74,Safe
6.97,166.2,2.84,24.27,Safe
7.1,83,3.84,23.41,Safe
7.1,153.8,0.31,24.47,Safe
7.51,163.3,0.99,23.66,Safe
7.66,119.1,2.61,24.59,Safe
7.09,149.8,0.54,24.2,Safe
6.92,157.5,2.05,25.91,Safe
7.37,127.4,0.65,25.32,Safe
6.95,128.2,2.19,24.92,Safe
6.9,187.9,1.41,24.29,Safe
7.24,83.3,1.66,24.07,Safe
7.03,89.9,2.22,24.52,Safe
7.31,178.9,0.79,23.75,Safe
7.44,119.2,0.92,23.55,Safe
6.93,142.1,0.61,24.49,Safe
7.03,140.2,1.97,23.97,Safe
6.79,166.4,0.63,24.08,Safe
6.82,86.6,2.8,24.53,Safe
7.34,79.6,1.65,23.55,Safe
7.61,133.8,0.68,24.85,Safe
7.51,109.8,1.78,23.23,Safe
7.15,149.3,1.75,24.96,Safe
7.13,92.9,0,24.29,Safe
7.66,139.3,1.36,23.97,Safe
7.4,91.1,1.17,24.76,Safe
7.5,126.5,2,24.45,Safe
7.05,104.4,0.61,24.95,Safe
7.36,149,1.28,23.94,Safe
7.4,147.1,1.92,24.36,Safe
6.83,142.6,1.91,23.75,Safe
7.36,122.4,1.78,24.3,Safe
7.49,149.7,2.38,25.98,Safe
7.54,88.9,0,24.85,Safe
7.31,176.7,1.91,24.51,Safe
7.15,149.1,0.76,25.36,Safe
7.55,96.4,0.08,24.61,Safe
7.06,149.4,0.56,24.8,Safe
6.89,163,1.17,24.03,Safe
7.54,124.8,1.19,24.93,Safe
7.42,173.5,2.23,24.43,Safe
7.05,176.8,1.17,25.61,Safe
6.83,121.5,0,24.09,Safe
7.17,104.3,0,24.61,Safe
7.44,150.2,3.02,24.66,Safe
7.4,123.3,1.57,24.42,Safe
7.09,162,1.76,24.74,Safe
7.43,176.7,2.28,25.68,Safe
7.41,149.1,2,23.91,Safe
7.47,156.3,0.78,24.65,Safe
7.15,85.2,2.1,24.73,Safe
6.83,115.1,0,24.97,Safe
7.63,137.4,0.71,24.3,Safe
7.5,128.5,0.25,24.28,Safe
6.98,147.4,0.29,24.72,Safe
7.22,142.6,0.68,23.92,Safe
7.37,85.1,2.07,23.89,Safe
7.5,95.8,1.4,24.64,Safe
7.36,104.1,2.09,24.84,Safe
7,117.9,2.43,24.75,Safe
6.88,157.2,2.71,22.4,Safe
7.22,111.4,1.79,23.85,Safe
6.98,80.2,0.33,23.57,Safe
7.03,81.3,0.38,24.18,Safe
7.56,160.9,1.71,22.98,Safe
7.13,164.9,1.99,24.61,Safe
7.48,107,1.67,23.15,Safe
7.24,123.6,2.12,24.3,Safe
7.21,96.8,1.36,24.38,Safe
7.12,101.6,0.18,22.46,Safe
7.63,93.1,0,23.08,Safe
7.42,116.7,0.42,24.96,Safe
7.42,87.9,1.58,24.9,Safe
6.84,129,2.26,23.37,Safe
7.23,106.7,1.3,24.05,Safe
6.8,180.7,1.12,24.23,Safe
7.13,137.7,0,24.34,Safe
7.27,148.2,2.75,23.71,Safe
7.14,106.4,1.31,24.07,Safe
6.98,139.1,1.78,23.63,Safe
7.03,175.8,0.04,23.95,Safe
7.38,161.3,0.93,23.85,Safe
6.79,107.1,2.48,25.01,Safe
7.54,160.3,1.27,23.21,Safe
6.92,127.2,1.8,24.15,Safe
7.35,98.2,0,24.07,Safe
7.13,172.4,1.85,23.38,Safe
7.45,105.4,2.56,22.84,Safe
6.94,146.9,2.7,24.86,Safe
7.19,162.2,1.5,24.3,Safe
6.96,129.8,2.56,24.42,Safe
7.42,93.4,0.95,23.6,Safe
6.97,155.6,1.63,23.6,Safe
7.15,128.4,3.22,23.23,Safe
7.05,116.2,2.31,23.81,Safe
7.52,111.9,2.13,24.27,Safe
6.91,103,1.71,22.83,Safe
7.32,182.1,0.47,23.73,Safe
7.2,155.3,1.8,23.69,Safe
7.24,102.6,1.91,24.24,Safe
7.2,104.6,2.18,23.48,Safe
7.45,140.4,2.26,23.64,Safe
7.54,130.6,1.99,23.74,Safe
7.63,84.7,0.98,23.18,Safe
7.38,93.2,0.85,23.93,Safe
7.55,89.5,0,24.49,Safe
7.34,126.2,2.2,23.57,Safe
7.3,112.7,0,22.87,Safe
7.52,136.5,1.14,23.6,Safe
7.07,105.8,2.31,23.27,Safe
7.09,143.6,0.18,24.15,Safe
6.92,156.3,1.11,23.39,Safe
7.07,112.6,0.93,25.25,Safe
6.99,96.1,2.02,24.16,Safe
7.26,98.8,2.64,24.52,Safe
7.39,147.4,0.95,23.31,Safe
7.31,165,3.5,23.27,Safe
6.89,92.2,2.62,24.45,Safe
6.95,89.9,3.55,23.3,Safe
7.14,80.8,2.25,21.92,Safe
6.87,90,2.15,23.17,Safe
7.32,141,2.59,23.56,Safe
7.05,105.6,1.56,23.01,Safe
7.1,111.8,2.89,23.31,Safe
7.36,97,2.46,22.72,Safe
7.45,140.4,3.07,23.22,Safe
7.19,129.2,2.01,23.62,Safe
7.51,166,2.29,23.21,Safe
7.06,104.9,0.67,22.58,Safe
7,133.3,1.5,23.13,Safe
6.95,85.5,1.66,23.53,Safe
7,93.9,2.51,22.35,Safe
7.43,108,1.13,23.52,Safe
7.29,92.4,2.33,22.87,Safe
7.56,130.6,2.06,23.84,Safe
6.79,92.3,1.55,22.55,Safe
6.83,165.1,0.82,22.73,Safe
7.01,79.2,0.15,22.49,Safe
7.25,84.8,0,23.13,Safe
7.11,95.8,1.6,22.72,Safe
7.58,95,1.06,23.58,Safe
7.65,87.8,3.65,23,Safe
7.52,105,0.86,23.39,Safe
7.11,99,0.79,22.91,Safe
7.63,81,2.77,23.93,Safe
6.91,128.1,2.19,23.74,Safe
7.5,92.3,1.19,23.22,Safe
6.99,179.6,0,22.4,Safe
7.04,105.1,2.59,23.66,Safe
7.52,178.3,1.39,22.71,Safe
7.13,133.5,2.19,22.69,Safe
7.6,89,1.86,23.81,Safe
7.49,128.2,2.58,22.86,Safe
7.17,128.9,1.89,23.56,Safe
7.1,118.2,1.96,23.4,Safe
6.96,173.8,1.72,23.58,Safe
7.52,121.2,0.53,23.68,Safe
7.44,82.2,1.42,22.77,Safe
7.41,167.5,0.76,23.23,Safe
7.24,151.2,2.18,23.45,Safe
7.2,127.3,3.11,24.13,Safe
7.16,115.3,2.4,23.26,Safe
7.58,178.1,2.68,23.17,Safe
6.82,143.9,0.78,23.87,Safe
7.04,75.4,2.12,23.83,Safe
7.36,139,1.59,23.17,Safe
7.07,125.3,0.56,23.4,Safe
6.92,134.2,0.65,23.08,Safe
7.48,121,1.55,23.04,Safe
7.46,101.5,2.55,24.27,Safe
6.92,81.7,1.98,23.27,Safe
6.81,162.7,0.56,22.7,Safe
6.91,100.8,1.39,22.41,Safe
7.59,151.6,2.3,24.49,Safe
7.04,114.7,1.62,23.02,Safe
7.43,104.8,3.61,23.35,Safe
7.41,158.4,2.29,23.32,Safe
7.43,145.7,0.97,23.01,Safe
7.37,94.2,2.51,22.86,Safe
6.86,131.7,2.31,22.36,Safe
7.17,96.1,0.33,22.74,Safe
7.54,161.9,0.22,22.37,Safe
7.34,135.2,0.85,22.53,Safe
6.99,95.8,3.52,22.15,Safe
7.03,92.2,2.45,23.09,Safe
7.32,154.5,2.39,22.18,Safe
7.21,88.3,1.54,22.48,Safe
7.23,183.6,1.6,22.34,Safe
7.11,171,1.54,22.6,Safe
7.32,112.4,2.37,21.83,Safe
6.93,122.3,1.31,22.22,Safe
7.54,90.5,0.99,24.06,Safe
7.33,121.5,2.12,22.84,Safe
6.97,96,2.2,22.19,Safe
7.31,77.7,2.64,22.88,Safe
7.6,92,0.91,22.07,Safe
7.09,88.4,1.84,22.93,Safe
7.1,93.8,2.68,23.2,Safe
6.91,108.5,2.91,22.59,Safe
7.41,163.6,2.66,23.08,Safe
7.69,155.4,0.97,23.16,Safe
7.17,173.2,0.86,22.71,Safe
7.44,103.9,1.48,22.78,Safe
6.91,154.8,1.06,22.05,Safe
7.09,131.3,2.65,22.61,Safe
7.4,175.4,0.21,23.11,Safe
7.1,146.1,3.12,21.77,Safe
7.07,90.9,2.2,22.8,Safe
6.93,83.9,0.76,22.97,Safe
6.96,145.2,2.9,23.53,Safe
7.31,76.5,3.58,23.37,Safe
7.06,98.8,0,22.9,Safe
7.58,99.6,1.52,22.09,Safe
7.1,151.4,0.97,22,Safe
6.83,99.1,3.08,22.38,Safe
7.21,113.3,3.07,21.76,Safe
7.32,115.5,2.84,21.79,Safe
6.95,109.2,1.29,22.31,Safe
7.22,159.1,1.11,23.02,Safe
7.49,99.6,2.48,23.02,Safe
7.14,122.2,1.49,22.93,Safe
7.16,138.5,2.03,22.88,Safe
7.01,103.6,2.13,23.12,Safe
7.1,180.7,0.74,22.3,Safe
7.32,129.4,0.79,22.72,Safe
7.29,165.1,0.1,22.64,Safe
7.43,103.3,1.73,22.35,Safe
7.17,128.4,2.84,21.69,Safe
7.49,118.8,2.13,23.77,Safe
7,145.9,2.45,22.8,Safe
7.09,121.2,1.61,23.72,Safe
7.42,115.5,0.48,22.73,Safe
7.3,87.1,0.55,23.74,Safe
7.36,121.4,2.72,22.81,Safe
7.45,162.7,0.61,22.93,Safe
6.8,83.3,0.53,23.07,Safe
6.87,118.3,1.98,22.87,Safe
7.43,83.6,3.76,23.26,Safe
7.12,173.3,1.72,23.78,Safe
7.6,173.5,0,22.38,Safe
7.43,169,2.16,22.4,Safe
7.1,148.4,2.76,22.63,Safe
7.08,81.8,1.66,23.03,Safe
7.31,154.7,1.56,22.81,Safe
7.03,77.6,1.4,21.49,Safe
7.05,94.6,1.64,21.82,Safe
7.31,160.9,0.94,23.17,Safe
7.01,126.6,2.98,21.96,Safe
7.18,81.6,2.45,21.56,Safe
7.49,159.1,1.54,21.95,Safe
7.16,136.9,2.77,22.21,Safe
7.57,89.7,1.7,22.3,Safe
6.91,101.5,1.44,23.02,Safe
7.3,112.2,2.52,21.77,Safe
7.32,102.3,1.85,22.91,Safe
7.1,166.2,1.82,21.8,Safe
7.04,153.2,1.49,21.79,Safe
6.88,182.7,2.22,22.41,Safe
6.94,90.5,0.88,22.6,Safe
7.26,156.5,0.83,22.4,Safe
7.47,166.2,0.94,23.82,Safe
7.35,119.1,0.58,22.13,Safe
7.01,132.1,0.88,22.52,Safe
7.06,80.7,1.44,22.57,Safe
6.95,89.6,1.45,22.44,Safe
6.85,144.8,1.66,22.2,Safe
6.98,136.8,1.75,22.26,Safe
7.63,161.6,1.17,21.29,Safe
6.97,145,0.5,22.38,Safe
6.84,148.4,0.86,21.73,Safe
7.11,119.8,0.91,21.7,Safe
7.14,160.9,2.75,21.97,Safe
7.56,172.7,1.66,22.86,Safe
7.49,97.9,0.36,23.14,Safe
7.37,170,0,22.6,Safe
7.29,112.6,2.79,21.65,Safe
7.31,134.8,1.82,22.23,Safe
6.99,104.8,1.61,22.28,Safe
7.03,128.1,2.2,22.64,Safe
7.47,146.8,2.3,22.67,Safe
7.51,132,1.92,22.09,Safe
6.93,112.4,0.08,22.23,Safe
7.54,98.5,3.17,22.17,Safe
7.31,140.4,2.22,22.19,Safe
7.44,127.8,1.08,22.76,Safe
7.32,156.1,0,21.42,Safe
7.15,115.8,1.29,21.93,Safe
7.08,106.8,0.86,21.86,Safe
7.42,97.7,2.18,22.05,Safe
7.03,148.5,3.14,22.17,Safe
7.59,151,0,22.39,Safe
7.08,118,0.46,22.91,Safe
7.34,84.4,1.24,21.64,Safe
7.18,126.1,1.06,21.99,Safe
7.26,135.8,0.2,22.73,Safe
7.18,141.8,2.01,21.78,Safe
6.79,114.1,1.91,21.75,Safe
7.09,103.2,1.94,23.11,Safe
7.02,131.9,2.11,22.19,Safe
7.05,163.2,1.54,21.14,Safe
7.3,104.2,3.3,21.52,Safe
7.41,154.9,0,21.3,Safe
7.21,96.7,1.15,20.61,Safe
6.79,109.8,1.95,21.53,Safe
7.37,91,0.29,22.54,Safe
7.15,161.4,2.85,21.84,Safe
7.39,158.3,0.77,21.07,Safe
6.97,108.6,2.12,22.42,Safe
7.35,181.3,0.82,21.92,Safe
7.37,127.3,1.32,21.49,Safe
7.18,149.9,2.71,20.86,Safe
7,145.3,3.05,21.43,Safe
7.63,156.8,1.95,21.11,Safe
7.41,142.6,0.68,22.35,Safe
7.46,179.7,2.31,21.37,Safe
7.24,150,1.89,20.93,Safe
7.3,152.2,3.58,21.58,Safe
7.41,166.3,0.01,21.49,Safe
7.08,150.2,2.95,22.19,Safe
7.46,128.7,0.73,21.69,Safe
7.21,176.4,0.7,21.73,Safe
7.51,98.2,0.02,20.97,Safe
6.8,92.9,1.34,21.86,Safe
7,174.4,2.5,22.46,Safe
7.06,156.6,0.95,21.37,Safe
7.52,83.9,0.51,22.12,Safe
7.12,159.5,3.92,22.05,Safe
6.81,126.7,1.7,21.5,Safe
6.99,123.4,0.05,21.96,Safe
7.16,149.5,3.1,21.31,Safe
7.05,113.5,0.55,21,Safe
7.12,102.8,1.77,22.66,Safe
7.05,135.8,3.1,22.02,Safe
7.35,88.1,0.59,23.05,Safe
6.91,121.5,2.54,21.59,Safe
7.48,129.9,0,21.93,Safe
7.13,126.2,2.68,21.53,Safe
7.07,115.2,0.95,20.97,Safe
7.44,170.1,1.21,22.26,Safe
6.81,102.6,0.47,21.47,Safe
7.38,82,1.54,21.79,Safe
7.28,91.5,1.6,21.48,Safe
6.83,160.3,1.3,20.97,Safe
7.28,147.7,1.07,20.53,Safe
6.96,101.4,2.86,21.68,Safe
7.55,153.7,3.44,22.12,Safe
7.12,86,1.92,21.21,Safe
6.93,138.1,3.14,21.62,Safe
6.89,118.7,1.43,21.28,Safe
7.03,97.2,3.11,22.44,Safe
6.93,96.1,0.74,22.27,Safe
6.97,98.4,0.04,21.6,Safe
7.36,87.2,3.24,21.87,Safe
7.64,99.7,1.42,22.46,Safe
7.34,87.2,1.28,22.07,Safe
7.46,130.4,3.2,22.28,Safe
6.8,152.4,0.63,21.24,Safe
7.23,110.1,1.12,22.7,Safe
6.77,127.8,0.1,22.26,Safe
7.38,151.1,2.28,20.88,Safe
7.13,164.6,0.62,21.83,Safe
6.86,173.6,1.16,20.37,Safe
6.86,106,0.54,21.15,Safe
6.85,143.9,2.24,20.82,Safe
7.12,135.5,1.92,21.37,Safe
7.35,155.9,1.24,21.11,Safe
7.16,167.2,1.34,21.52,Safe
7.28,91.5,0.81,20.83,Safe
6.8,144.2,0.44,21.42,Safe
7.39,162.3,0.73,21.67,Safe
7.1,189.5,2.34,20.01,Safe
7.03,113,1.85,20.61,Safe
6.75,110.7,3.95,21.13,Safe
6.88,169,2.27,20.92,Safe
7.04,178.1,1.58,21.23,Safe
7.36,91,3.05,20.33,Safe
6.91,131.1,2.17,20.84,Safe
6.91,156.1,0.42,21.22,Safe
7.37,168,1.4,20.54,Safe
7.41,145.2,2.34,20.21,Safe
7.29,173.8,1.01,20.69,Safe
7.17,154.2,3.14,21.89,Safe
7.21,164.8,2.51,20.43,Safe
7.49,100,2.51,21.39,Safe
7.4,130.7,2.68,20.77,Safe
6.89,102.6,1.13,20.82,Safe
7.4,105.2,2.44,21.29,Safe
7.15,134.8,1.22,20.84,Safe
7.44,111.1,0.56,21.64,Safe
7.64,116.4,0.55,20.87,Safe
7.36,161.5,2.86,21.74,Safe
7.38,174.4,1.57,21.2,Safe
7.22,132.8,2.76,21.02,Safe
7.09,116.6,2.52,20.89,Safe
6.93,142.6,0.06,21.26,Safe
6.99,145.7,0.73,19.98,Safe
7.09,106.2,0.16,21.18,Safe
7.08,79.2,3,22.32,Safe
7.1,148.3,1.58,20.33,Safe
7.22,133.4,3.37,20.77,Safe
7.44,157.6,1.59,21.24,Safe
7.52,87.2,3.27,20.73,Safe
7.11,113.7,1.11,21.16,Safe
7.35,155.8,3.29,21.21,Safe
6.96,130.8,0.9,20.89,Safe
6.97,165,0.21,21.12,Safe
7.17,181.7,3.18,21.48,Safe
7.46,170.8,1.26,20.61,Safe
7.26,130.3,2.6,21.08,Safe
7.44,135,2.33,20.9,Safe
7.38,82.2,0.72,21.31,Safe
7.14,105.2,2.47,21.42,Safe
7.46,88.2,0.83,21.14,Safe
7.08,113.1,3.01,21,Safe
7.24,114.1,2.87,21.59,Safe
7.03,183.8,2.13,20.8,Safe
7.43,129.7,2.61,21.34,Safe
7.16,180.2,0.27,21.21,Safe
6.97,178.8,0,20.51,Safe
7.54,98.8,0,20.26,Safe
7.31,97.8,1.96,20.77,Safe
7.11,106,2.4,20.96,Safe
6.81,176.6,2.38,20.95,Safe
7.41,115.9,0.01,20.53,Safe
7.29,146.9,0.51,21.43,Safe
6.78,98.7,1.99,20.1,Safe
7.15,110.8,1.89,20.71,Safe
7.39,135,2.09,21.04,Safe
6.95,93,2.04,19.77,Safe
7.43,165.2,1.38,21.65,Safe
7.43,90,2.55,21.11,Safe
6.79,115.8,2.8,21.18,Safe
7.17,124.8,3.37,21.14,Safe
6.96,85.8,2,19.86,Safe
7.37,158,0.84,20.97,Safe
6.95,105.4,1.81,20.43,Safe
7.43,85.4,0.99,20.41,Safe
7.38,158.9,3.54,20.79,Safe
7.18,131.4,1.25,20.07,Safe
7.04,85.5,1.25,20.59,Safe
7.54,150.9,1.48,20.58,Safe
6.94,170.2,2.93,20.34,Safe
7.07,139.2,2.21,20.55,Safe
7.47,139.9,0.71,20.19,Safe
7.58,84.7,2.05,20.11,Safe
7.24,106.8,1.74,20.63,Safe
7.55,116.5,1.52,20.08,Safe
6.85,106.3,2.44,21.51,Safe
7.03,138.2,2.24,20.34,Safe
7.27,119.2,0.51,19.83,Safe
7.54,178.2,0.92,19.98,Safe
7.14,78.6,2.88,20.89,Safe
7.41,160.2,2.1,21.4,Safe
7.51,107.4,1.64,19.88,Safe
7.28,82.2,0.78,19.98,Safe
7.21,166.6,0.57,21.35,Safe
6.92,104.2,1.19,20.94,Safe
6.99,145.1,3.65,20.83,Safe
7.34,154.1,1.32,20.4,Safe
6.8,86.2,2.45,20.05,Safe
7.2,170.1,2.05,21.07,Safe
7.15,85.4,0.76,20.76,Safe
7.53,148.6,0.98,20.62,Safe
7.13,175.1,1.94,20.8,Safe
7.19,167.4,3.17,19.97,Safe
7.57,166.3,3.12,19.82,Safe
7.44,77,0,20.11,Safe
7.62,117.9,0.74,21.1,Safe
6.91,166.7,0.64,21.03,Safe
7.08,86,0.4,20.75,Safe
7.44,174.3,1.16,20.22,Safe
7.6,146.3,2.52,20.17,Safe
6.95,152.8,3.36,20.37,Safe
7.39,113.7,2.56,20.85,Safe
7.34,153.4,1.77,19.63,Safe
7.44,120,1.57,20.57,Safe
7.15,126.9,1.27,20.93,Safe
7.19,99.4,1.98,21.14,Safe
7.18,158.3,2.02,20.36,Safe
7.6,104.2,1.5,19.74,Safe
7.38,109.3,0.81,20.47,Safe
7.47,152.5,3,19.57,Safe
7.64,153,3.4,21.07,Safe
6.99,138.6,0.95,20.13,Safe
7.03,162.8,1.81,19.53,Safe
7.22,152,0.63,19.73,Safe
7.35,144,1.29,19.49,Safe
6.75,121.2,1.42,19.17,Safe
7.52,113.7,1.77,20.86,Safe
6.91,136.3,1.54,20.14,Safe
7.46,90.6,2.21,19.53,Safe
7.07,173.9,2.93,18.92,Safe
7.6,86.6,0.84,19.86,Safe
7.24,126.5,2.24,19.53,Safe
6.85,131,1.4,19.66,Safe
7.04,103.4,2.99,20.28,Safe
7.27,141.6,1.3,19.63,Safe
7.33,94.6,1.59,19.46,Safe
6.82,75.1,3.26,20.22,Safe
7.2,181.8,1.77,19.51,Safe
6.8,159.9,2.04,19.71,Safe
7.46,114.5,1.09,19.53,Safe
7.61,173.3,2.47,19.83,Safe
7.36,96,3.1,20.33,Safe
7.08,101.6,3.75,20.76,Safe
7.54,102.6,3.45,20.31,Safe
7.16,101.1,1.64,20.82,Safe
7.07,128,0.28,20.8,Safe
7.24,163,1.74,20.24,Safe
6.82,124.2,3.04,20.25,Safe
7.28,125.9,1.24,19.36,Safe
7.5,118.5,2.98,19.15,Safe
7.1,83.1,1.9,20.64,Safe
7.47,134.6,2.69,19.99,Safe
7.28,98.4,1.12,19.65,Safe
6.86,168.3,0,19.9,Safe
6.88,125.3,2.49,20.09,Safe
